link_type,linked,text
0,1,"We're going to do it like you do it. [SEP] I'm going to restore what we did in the 1990s, ladies and gentlemen: pay as you go"
2,0,"The report that said $650—which, by the way, a lot of friends of mine that know my business say, boy, that's really not a lot of money. [SEP] the programs like cities and schools, the work that Barbara Bush is doing so people can learn to read in this country and then go on and break this cycle of poverty"
0,1,"What we're doing in Nicaragua with this covert war -- which the Congress, including many Republicans, have tried to stop -- is finally end up with a public definition of American power that hurts us. [SEP] our enemies are strengthened from all of this"
2,0,we will do it aggressively. [SEP] I believe that the question oversimplifies the difficulties of what we must do in Central America
0,1,if the costs are proportionate to the benefits. [SEP] if we're sure military action will succeed
2,0,"I called for the resignation of the chairman of the Securities and Exchange Commission. [SEP] It's their responsibility, not America's"
2,0,It didn't happen. [SEP] We think that's pretty good progress
0,1,that's what makes us strong as Americans. [SEP] I've tried to find the common ground
2,0,"it's gotten to be about $122 difference. [SEP] I mean, we thought we'd whip more of them going in"
2,0,His life is built on his faith. [SEP] That's why the polar icecap is melting
2,0,"as George Washington, as Abraham Lincoln did. [SEP] We need real reforms for real recovery"
2,0,I don't think they should be made illegal. [SEP] We have not known what we've wanted and we've been out-traded in almost every instance
2,0,"we can do much, much better if we have the courage to change. [SEP] Our CHIPS program got a late start"
2,0,"something I would add today is I would tighten those sanctions. [SEP] if there's any kind of suggestion at all from my answer that I would be anything but tolerant of adults in America choosing their partners, choosing relationships that they deem best for themselves, you know, I am tolerant"
0,1,I don't want my ten year old grandchild to go into an X-rated movie. [SEP] I like those ratings systems
0,1,"if we're running up trillion dollar debts that we're passing on to the next generation, then a lot of people are going to think, ""Well, you know what. [SEP] We've got to show that we've got good habits"
2,0,"I also promised that I'd fight every single day on behalf of the American people, the middle class, and all those who were striving to get into the middle class. [SEP] You have a U.S. attorney here that sends `em back home, so I think that's pretty important"
2,0,"I want to make sure that the next generation has those same opportunities. [SEP] we want for you America's greatest gift. [SEP] And that is opportunity. [SEP] And then, peace"
2,0,There is no bigger judgment for a president of the United states than how you take a nation to war. [SEP] I couldn't take that
2,0,The plan says there will be elections in January. [SEP] here's what I've done since I've been president
1,1,these are the combination of things I want. [SEP] the fact that I don't think the federal government can endorse a $35 billion program does not mean I have less compassion than the person who endorses such a program
2,0,"Manufacturing jobs went up also in the 1990s, if we're actually going to look at the facts. [SEP] I must have been living through a different eight years then the ones the vice president's been living through"
2,0,Those are initiatives in foreign policy which are of the highest moral standard and that is indicative of the foreign policy of this country. [SEP] I've already put forward things that'll get this country working fast
0,1,"I also believe, sir, that the most personal intimate decision that any woman is ever called upon to make is the decision as to whether or not she shall carry a pregnancy to term. [SEP] for the state to interfere in that decision, under whatever guise, and with whatever rationale, for the state to try to take over in that situation, and by edict, command what the individual shall do, and substitute itself for that individual's conscience, for her right to consult her rabbi, her minister, her priest, her doctor - any other counselor of her choice - I think goes beyond what we want to ever see accomplished in this country"
0,1,we have brought inflation down so low. [SEP] I don't think there is any excuse for the interest rates being as high as they are
0,1,"We're the best fed; we're the best clothed, with a better distribution of this world's goods to all of our people than any people in history. [SEP] in pointing out the things that are wrong, I think we ought to emphasize America's strengths"
2,0,quite often this has been in the very poor people and neighborhoods in the downtown urban centers. [SEP] I've been tested
0,1,"If you are part of the -- of the bottom 20% or so of wage earners, then you will get an expanded earned income tax credit. [SEP] Now, the tax relief that I propose is directed specifically at middle-income individuals and families"
0,1,They're not all Republicans. [SEP] I might just say I'm from a large family
0,1,"Lower tax rates 20 percent. [SEP] What we're saying is, here's our framework"
0,1,"if his view prevails then I think that's going to bring an important result to this country in the sixties. [SEP] I think in many ways this election is more important than any since 1932, or certainly almost any in this century"
2,0,he wanted to bring home half of the American forces in Europe. [SEP] they need a lot of money to open.
1,1,"All of these things can be done. [SEP] I think it is the Government, and the Government with its own restrictions and regulations, that is creating the energy crisis"
0,1,I see no evidence that it has done it. [SEP] I was wrong
2,0,We'll never have that world leadership until we are strong at home. [SEP] it seems to me what we need to do is to talk about not only tobacco but drugs
2,0,"He first said he didn't get an induction notice, then we find out that he did. [SEP] The Ford administration does have a very comprehensive program to help uh - our major metropolitan areas"
2,0,"He was nominated by it.. We've got to try to have talks, understanding that we're not taking military options off the table"
0,1,We've allocated $7 billion over the next months for reconstruction efforts. [SEP] we're making progress there
0,1,"I would carry out Barack Obama's policies, his policies of reinstating the middle class. [SEP] This is the most important election you will ever, ever have voted in, any of you, since 1932"
2,0,you've been there for eight years and nothing has been done. [SEP] I do not want to see us mandate across the board that every company has to do this
0,1,I understand the serious consequences of committing our troops into harm's way. [SEP] I was hoping diplomacy would work
2,0,there are things that have been said in campaigns that I -- I find not very appealing. [SEP] Senator McCain is right that we've got to stabilize housing prices
2,0,"that particular program so you can make a difference in the lives of those young people. [SEP] My opponent had trouble, criticized us, on our policy in Angola"
2,0,"I can promise you, I will work with every American.I want to be the president for all Americans, regardless of your political beliefs, where you come from, what you look like, your religion.. they have not got it done"
0,1,I told people that it would be impossible to be fact-checking Donald all the time. [SEP] I’d never get to talk about anything I want to do and how we’re going to really make lives better for people
2,0,"More than you spend for food, clothing and shelter combined for taxes under this administration. [SEP] for those who are affected by the cutbacks, whether they come from George Bush or Bill Clinton and me -- the difference is, Bill Clinton and I have a defense conversion program so that those who won the Cold War will not be left out in the cold"
2,0,"There are 357, 000 good jobs -- manufacturing jobs, which are lost. [SEP] I believe that uh - our foreign policy must express the highest standards of morality"
0,1,I will move immediately toward arms control negotiations. [SEP] the way you to that position of rnoving away from having to make a decision - armed force or anything else - is by moving toward arms control.
0,1,Savings accounts are losing money instead of gaining money. [SEP] Inflation is robbing us
0,1,I want to make small businesses grow and thrive. [SEP] My five-point plan does it
2,0,"That way, we won't have to worry about breakfast clubs, or who's the number one PAC raiser. [SEP] I came to Washington to solve problems"
2,0,Maybe all but one. [SEP] I believe we can act and we can act with our friends and allies and reduce that threat as quickly as possible
2,0,I think it would be contrary to one of the basic concepts in our system of government - a system of checks and balances. [SEP] There will be a job-sucking sound going south
2,0,"we show the world that we have a supply of our own. [SEP] I say that not as the Democratic standard-bearer, but as a citizen of the United States who is concerned about the United States"
2,0,America is not standing still. [SEP] I think we gave them a good opportunity
2,0,it's going to take a president who's committed to housing. [SEP] I think we ought to try to help families and see if it will do what I think -- make all schools better
2,0,4 million new businesses. [SEP] The middle class is getting crushed under the policies of a president who has not understood what it takes to get the economy working again
0,1,They produce the most jobs. [SEP] they are the drivers of the economy
0,1,People who will strictly interpret the Constitution and not use the bench to write social policy. [SEP] I'll put competent judges on the bench
1,1,You've got to have a clear vision. [SEP] You can't worry about polls or focus groups
2,0,he didn't point the finger of blame looking for scapegoats he was quick to share the credit. [SEP] the actual user of health care is not the purchaser of health care
0,1,We are going to areas like Syria where they’re coming in by the tens of thousands because of Barack Obama. [SEP] Hillary Clinton wants to allow a 550 percent increase over Obama
0,1,I have made recommendations on that and I have discussed them previously and I will spell them out further in the campaign. [SEP] at the highest priority we must get a bill for depressed areas through the next Congress
2,0,I think my opponent in this debate tonight is overlooking one other very important fact. [SEP] I went down there and talked to the president of Panama about cleaning up their money laundering
2,0,"no, I'm for the sanctity of life. [SEP] What I'm against is Senator Dole's plan to take money away from all the children we now help with limited Federal funds and help far fewer"
0,1,we've got a 35 percent unemployment rate in many areas of this country among construction workers. [SEP] Mr. Ford hasn't done anything about it
2,0,the taxpayers should not. [SEP] I vetoed it
0,1,We want to provide opportunity for all Americans. [SEP] We have a positive plan based on three principles
0,1,A president should be the same thing to all people. [SEP] A president can't be all things to all people
2,0,A good example of that is the environmental protection laws that we were talking about a moment ago. [SEP] testing would be very difficult to verify
2,0,"The governor's wife has been very active in the homeless. [SEP] The proposal to cut Medicare that Senator Dole pushed before, and shut down the government to try to enact, would have already raised by $268, the fees paid by the average couple now on Medicare"
2,0,that strip-mining bill would've severely set back our need for more coal. [SEP] a graduate of West Point in '95 getting ready to get out of the service because he's only allowed to train with his troops when fuel is available for the vehicles and only allowed to fire their weapons twice a year
0,1,It would far surpass the numbers you mentioned. [SEP] if you want to be protected
1,1,"we wouldn't have 10 times the numbers of forces in Iraq that we have in Afghanistan chasing Osama bin Laden. [SEP] it's a threat that has grown while the president has been preoccupied with Iraq, where there wasn't a threat"
0,1,to control tests. [SEP] we must move forward in every possible way to reduce the danger of war
2,0,"nobody who makes less than $250,000 a year—and that’s the vast majority of Americans as you know—will have their taxes raised, because I think we’ve got to go where the money is.. We have to be"
0,1,Imagine how many IRS agents it is going to take to be able to figure out his targeted tax cut for the middle class that excludes 50 million Americans. [SEP] There is a huge difference in this campaign
1,1,"You can't have it both ways. [SEP] You cannot sit there in an international crisis and sit there and say, well, on the one hand, this is okay, and, on the other hand, this is okay"
0,1,He laid out his plan for success in Iraq. [SEP] They don't need the vice president or the president to tell them what they saw
1,1,We've gone through a Great Depression in our lifetime that literally was worldwide and almost brought us to our knees. [SEP] That the best is over
2,0,it is going to require numerous IRS agents. [SEP] We need to be smarter about now we wage a war on terror.
0,1,"the idea of a terrorist in the middle of one of our cities with a nuclear weapon, is very real. [SEP] we have to use extraordinary measures to deal with it"
0,1,"the adversarial relationship between ourselves and the Soviet Union would undoubtedly deteriorate very rapidly. [SEP] If President Brezhnev said, we will scrap this treaty, negotiated under three American Presidents over a seven-year period of time, we insist upon nuclear superiority as a basis for future negotiations, and we believe that the launching of a nuclear arms race is a good basis for future negotiations, it's obvious that I, as President, and all Americans, would reject such a proposition"
2,0,I'm convinced the great majority of the Israeli and Palestinian people want. [SEP] I think there need to be reforms in the IMF
2,0,I see a situation where the Senator from Indiana has now jumped off the reservation. [SEP] I take full responsibility for what happened in Somalia
0,1,On the third time we sent welfare reform to the president he signed it but announced he would change it next year. [SEP] What we need to do is make certain we try to return people to work
0,1,I was disappointed in the ruling. [SEP] abortions ought to be more rare in America
0,1,"We want to put more responsibility on the lawyers to require, before a case, malpractice, which the vice president just spoke about, have the case reviewed by independent experts to determine if the case is serious and meritorious before it can be filed. [SEP] John Kerry and I have a plan to do something about it"
2,0,"there are some things where Governor Romney is different from George Bush. [SEP] make one last great effort to provide for control of nuclear testing, control of nuclear weapons, if possible, control of outer space, free from weapons, and also to begin again the subject of general disarmament levels"
2,0,"This is not an ordinary time, and this is not an ordinary election. [SEP] He said he's for -- you're now for capping punitive damages?"
2,0,we are in a very difficult position. [SEP] the result was unilateral disarmament
1,1,The uh - description just made of this administration's record is hard to uh - recognize. [SEP] I'm very proud of the record of this administration
2,0,"also make sure that when they get out of college, there's a job. [SEP] to reinforce the values of opportunity and responsibility"
2,0,we'll just have to have across-the-board freeze. [SEP] We're on a different system
0,1,That was the right place. [SEP] the right war was Osama bin Laden and Afghanistan
2,0,"You can see it in this campaign. [SEP] I have the ability, and the knowledge, and the background to make the right judgments, to keep this country safe and secure"
1,1,"We've seen uh - in many instances in recent years a minority affairs uh - section of uh Small Loan Administration, uh - Small Business Administration lend uh - a black entrepreneur just enough money to get started, and then to go bankrupt. [SEP] The individual who wants to start a business or expand his business as a black businessman is able to borrow, either directly or with guaranteed loans"
0,1,took away the guarantee of health care for folks with disabilities. [SEP] They passed the budget
1,1,"three-quarters of them said it makes us less likely to hire people. [SEP] there was a survey done of small businesses across the country, said, what's been the effect of Obamacare on your hiring plans?"
2,0,If they know that they will be helping to make decisions and won't be excluded from being an involved party to the national purpose. [SEP] There's a new opportunity lying out there in the future
1,1,I don't believe Hillary will. [SEP] I certainly will support the outcome of this election
2,0,it starts with working in a collaborative effort with states and local folks. [SEP] And it would be a travesty if we quit now in Iraq
0,1,"They haven't formed a unity group, a council of some kind. [SEP] As you hear from intelligence sources even today, the -- the insurgents are highly disparate"
0,1,"The gun epidemic is the leading cause of death of young African- American men, more than the next nine causes put together. [SEP] we've got to get guns out of the hands of people who should not have them"
2,0,"you were there, and you were secretary of state when it was a little infant. [SEP] You can't expect to build an alliance when you denigrate the contributions of those who are serving side by side with American troops in Iraq"
2,0,"next to jobs, our people are concerned about their safety. [SEP] that’ll be accepted."
0,1,They all have their strengths and they all have their weaknesses. [SEP] I respect the presidency
0,1,"we had joined together with Arab allies and done enormous damage to the Iraqi armed forces. [SEP] We made significant breakthroughs, I think, at the end of the Bush administration"
0,1,"that way, Americans, like Alan, can realize the American dream and stay in their home. [SEP] it's not enough"
2,0,"They just passed an expansion of that loophole in the last few days. [SEP] we have proven, I think very conclusively, that you can reduce the rate of inflation and increase jobs"
2,0,Let's have a three-day waiting period. [SEP] I'm not sure it's right for us to invite the president of Russia to mediate this -- this dispute there
2,0,"I'm addressing him all evening as Mr. President. [SEP] This is wrong, and we have to do something about it"
1,1,"that's not how a commander in chief acts. [SEP] As the politics change, his positions change"
2,0,it's lower than the nine-point-point-two percent growth in the first quarter. [SEP] I don't believe that the Poles consider themselves dominated by the Soviet Union
2,0,Be strict and firm about it. [SEP] we're confronted with the horrendous problems that we've discussed here tonight
2,0,it makes sense. [SEP] And change for change sake isn't enough
0,1,I don't think there's any question about that. [SEP] the vice president is questioning my patriotism
0,1,I think that would be a big red flag waving for ISIS to reconstitute itself. [SEP] I will not support putting American soldiers into Iraq as an occupying force
0,1,We have cut inflation by better than half. [SEP] there is a new spirit in America
1,1,"He didn't do it. [SEP] when the president ran for office, he said that he'd put in place, in his first year, a piece of legislation -- he'd file a bill in his first year that would reform our -- our immigration system"
2,0,"Served as Secretary of Defense, and then had significant experience in the private sector. [SEP] He failed to take on somebody else, the malpractice suit people, those that bring these lawsuits against -- these frivolous trial lawyers' lawsuits that are running costs of medical care up by $25 billion to $50 billion"
2,0,It is about you. [SEP] Cheapest money you'll ever spend
0,1,"We have too much violence. [SEP] I have devoted a major portion of this campaign to going across this country and looking for opportunities to go to white groups and African-American groups and Latino groups, Asian-American groups and say the same thing"
2,0,"there might be some feeling of unfairness about this. [SEP] what we need in this country is someone like Mike Dukakis, who gave ten balanced budgets in a row there, and was able to do that, meet that kind of a commitment, set those tough priorities"
0,1,We're aligning facilities where the veterans live now. [SEP] we're meeting our obligation to our veterans
1,1,"There -- with new technology, with tiny footprints even on land, it is safe to drill and we need to do more of that. [SEP] You even called drilling -- safe, environmentally-friendly drilling offshore as raping the outer continental shelf"
0,1,Now they're trying to blame the Romney-Ryan ticket for making this an issue. [SEP] This is becoming more troubling by the day
2,0,I think that's an abuse of faith in our country.. Are we going to double on top-down economic policies that helped to get us into this mess
2,0,"There was absolutely no evidence for it, but he persisted. [SEP] the president's wrong"
0,1,We need a president who will lead on this issue. [SEP] that's the kind of presidency I believe in
2,0,"Medicare is for seniors, who many of them are on fixed income, to lift them out of poverty. [SEP] I have never professed to be anything but an average student"
2,0,It sounds very good. [SEP] I don’t even think they tried
2,0,"Who they voted for, testify, say who they voted for, say it’s you.. it's important"
2,0,"It's an election about the course of America. [SEP] on that basis and that basis alone, we make a decision on every issue."
1,1,"Bill Clinton wants to cut defense another $60 billion. [SEP] We believe that we can make savings in our defense budget and at the same time, improve our national security"
2,0,"I think we ought to push to do it. [SEP] he went on to cite three issues that their platforms totally ignore: atomic warfare, Presidential Directive 59 notwithstanding"
2,0,He says we ought to have gun-free schools. [SEP] I have uh - an adequate background
1,1,"The fact is, we restored democracy to Haiti. [SEP] the message from Haiti is quite ambiguous, notwithstanding the declaration of victory by this administration"
2,0,"In fact, this week we'll be carrying out the largest military exercise with Israel in history, this very week. [SEP] All 50 states did it"
0,1,Darfur has a genocide. [SEP] The world is more dangerous
2,0,You've got to understand that it is only the United States that can stand for freedom and democracy around the world and we can't turn it over to the United Nations or other multilateral organizations. [SEP] we find that it's six and nine-tenths per cent and one of the highest in the world today.
2,0,I think we can compete with high-wage countries. [SEP] The amount of money being spent to try to mislead the American people is demagoguery
0,1,"I think, confused the issue by trying to say that we are shipping Israel 40 percent of our aid. [SEP] We in effect tried to make Israel the scapegoat for the problems in the Middle East"
2,0,"we're not going to simply kill some people to say, ""Oh, look, we got even.''. [SEP] Described under your plan, Governor Bush, states would be required to pay vouchers to students to match the vouchers so that the federal government would put up"
2,0,we're shutting firehouses who are the first- responders here in America. [SEP] We talk about it all the time
0,1,We need the tools of a line item veto. [SEP] We're going to need all the tools possible to bring this Federal budget deficit down
2,0,"you have to temper your decisions with the ability to beneficially affect the situation and realize you're sending America's most precious asset, American blood, into harm's way. [SEP] What tools do we need to fight us"
2,0,You're not going to be targeted in or targeted out. [SEP] that's what I will continue to do as president
1,1,Iraq was not even close to the center of the war on terror before the president invaded it. [SEP] The president just talked about Iraq as a center of the war on terror
2,0,and get this economy growing. [SEP] Joe Biden says democracy’s on the ballot.
1,1,I believe that we should take a different approach to this and talk about how we stand on the issues instead of trying to characterize each other's motivations. [SEP] I think Senator Dole and I just honestly disagree
2,0,"I had one tell me last week, Senator don't cut my Medicare. [SEP] But he never apologizes for anything to anyone"
2,0,only 5 % more. [SEP] that's why it's important that you have people that truly believe and trying to represent the working men and women of America
2,0,"if a person loses his hob he is retrained for a benefit-for a-work that will be productive and he won't have to go on one of these many programs that the liberal-talking about. [SEP] the focus should be where the problem is, which is the Congress of the United States, and particularly the majority in the Congress"
0,1,"Those are the people who ought to be in jai. [SEP] the only way to do it is to pass strong legislation so that once apprehended, indicted, convicted, they'll be in jail and off the streets and not using guns in the commission of a crime"
2,0,only if it tells something about the record. [SEP] I'm always one that defends the Central Intelligence Agency
2,0,"Until we got a Republican Congress, we finally got action. [SEP] She talks about taxes"
2,0,That is the number-one threat we face in the world. [SEP] That's where the agreement ends
0,1,"I read a report, or a memo, from somebody in his 1988 campaign -- I forgot the fellow's name -- warning then Senator Gore to be careful about exaggerating claims. [SEP] I am going to continue to defend my record and defend my propositions against what I think are exaggerations"
2,0,"Mr. Perot will tell you, for example, that the expert he hired to analyze his plan says that it will bring the deficit down in 5 years but it will make unemployment bad for 4 more years. [SEP] you owe the president an apology"
2,0,They're not going to follow an American president who says follow me into a mistake. [SEP] This is an enormous boon for them
2,0,"There's no private housing. [SEP] That's what Washington, D.C. needs"
2,0,I strongly believe that one of the best things to encourage parental involvement also is to know that the classrooms will be safe and secure. [SEP] Wouldn't it make a lot more sense if the government let them keep their own money there in the first place?
2,0,with the surge that has worked we're now down to presurge numbers in Iraq. [SEP] I am going to help the inner cities
0,1,"By the president having five powers - four or five powers - and he only has very limited powers today. [SEP] therefore, there would be a greater incentive on both sides to reach an agreement themselves without taking it to the government"
2,0,"as a president, I have to represent all the people in the nation. [SEP] we are going to have to make choices"
2,0,"I can't tell you where it's going to be. [SEP] looking around here, at this group here, I suspect there are only three people here who are going to be affected: the president, me, and, Charlie, I'm sorry, you too"
0,1,I'm so proud of what she accomplished in getting them on there. [SEP] I care a lot about this
2,0,"In Iraq, we saw a threat, and we realized that after September the 11th, we must take threats seriously, before they fully materialize. [SEP] I question the figure about the decline in defense spending under the two previous Administrations in the preceding eight years to this Administration"
0,1,They're four years closer toward a nuclear weapons capability. [SEP] They're racing toward a nuclear weapon
2,0,"I'm very proud that President Eisenhower restored dignity and decency and, frankly, good language to the conduct of the presidency of the United States. [SEP] I think that's wrong"
2,0,I feel that another effort should be made by a new Administration in January of 1961. [SEP] In the court
1,1,"Same with the Latino Americans, the Hispanic Americans. [SEP] She doesn’t get it done"
0,1,"Some of the hardest moments since I've been the governor of the State of Texas is to deal with those cases. [SEP] One of the things that happens when you're a governor, at least oftentimes you have to make tough decisions"
1,1,"we did have a drug czar in Arkansas. [SEP] The record is pretty clear in Arkansas, when you were governor"
2,0,we have to succeed. [SEP] When I became president I used the authority I had in this law to get out from certain federal rules to help states move people to work
0,1,I do believe in pluralism.. [SEP] I do believe in separation of church and state
1,1,I think we've dramatically changed the world. [SEP] You've had your chance and it didn't work
0,1,"We gave those four tiny Caribbean countries a chance. [SEP] We saved the lives, and most of those thousand students said they were in jeopardy"
2,0,"that was the only way to guarantee that these states would not again become safe harbors for terror or for the development of deadly weapons. [SEP] The Communists say, ""Come with us; look what we've done."" [SEP] And we've been in - on the whole, uninterested"
0,1,"We need to put more of an emphasis on the profession of teaching. [SEP] We need to make sure that education in either one of our agendas, I think, absolute top of the line"
2,0,they sure better not try to change ours. [SEP] there are things that need to be done to keep this country safe that have not yet been done
0,1,"When I was on the Senate Armed Services Committee, I was privy to a lot of classified material. [SEP] Obviously, as secretary of state, I had some of the most important secrets that we possess, such as going after Bin Laden"
1,1,the United States must not spread itself too thinly. [SEP] United States will take the leadership and try to resolve the differences
2,0,"this taxes a million people, a million small businesses. [SEP] I think I'm more in touch with the mainstream of America"
0,1,I'm told by some experts. [SEP] the things that he fears most might not be all that dangerous
0,1,I want to do that in industries. [SEP] we're going to bet on American workers and the American auto industry and it's come surging back
0,1,"the comparison of approaches is such that I think will lead to further strength. [SEP] As the record develops, I think it's going to become increasingly clear that what I am saying and where I want to take this country is exactly where the country wants to go"
0,1,"He has four employees. [SEP] He said he and his son calculated how much they pay in taxes, federal income tax, federal payroll tax, state income tax, state sales tax, state property tax, gasoline tax"
2,0,I find that incredible. [SEP] we are weak
2,0,Republican Congress cut $53 billion. [SEP] I put out a statement saying that the situation in Georgia was unsustainable
2,0,then all the liberal columnists join in. [SEP] Look at all the string of broken promises
2,0,"We've stood up a new government that's been in power now only 90 days. [SEP] I can't tell you how big a mistake I think that is, to have bilateral talks with North Korea"
0,1,"to make sure that they've got a free market system that works. [SEP] across the board, we are engaging them in building capacity in these countries"
2,0,"Thatâ€™s not right. [SEP] we're not gonna be able to do much - very much in the next four or five years to meet the basic agenda of our national needs in the cities, in health, uh in transit and a whole lot of things like that"
2,0,he kept his word. [SEP] They're the ones who have the challenges
0,1,"The Japanese, the British, the French do it. [SEP] we can reprocess the spent nuclear fuel"
2,0,"It would save a lot of money through more managed care, by giving more options, more preventative care and lowering the inflation rate. [SEP] We need to reform education"
2,0,"I don't control him. [SEP] Senator, frankly, you have a record in the Senate that's not very distinguished"
2,0,"Imagine what it -- what it is like for someone to be singled out unfairly, unjustly, and feel the unfair force of law simply because of race or ethnicity. [SEP] The number-one issue here at home is jobs"
2,0,"Those words mean something to me, as somebody who has been in combat. [SEP] that's what I'm going to do"
2,0,I know what it takes to make an economy work. [SEP] I'm very proud of the record of this administration
0,1,"If our view prevails that we have to do more, that we have to make a greater national and international effort, that we have lost prestige in Latin America - the President of Brazil - the new incumbent running for office called on Castro during his campaign. [SEP] I think in many ways this election is more important than any since 1932, or certainly almost any in this century"
2,0,"we ought to be enforcing that law properly. [SEP] yes, when I was a senator, I did vote to close corporate loopholes. [SEP] I voted to close, I think, one of the loopholes he took advantage of when he claimed a billion-dollar loss that enabled him to avoid paying taxes."
2,0,"even though we have maintained, as I pointed out in our first debate, the absolute gap over the Soviet Union. [SEP] would lead this nation into war"
1,1,"This debate tonight is not about the qualifications for the Vice Presidency. [SEP] The question goes to whether I am qualified to be Vice President, and in the case of a tragedy, whether I'm qualified to be President"
0,1,"The Lewin report is a group of folks who are not politically affiliated. [SEP] The Lewin report accurately noted that there are going to be 20 million people, over 20 million people added to government-controlled health care"
2,0,"And that's what we're going to do in Washington, D.C., also, bring in both sides together. [SEP] from the a- analysis that I've made so far, it seems to me that that tax bill does uh - justify my signature and my approval"
2,0,I like American cars. [SEP] it seems to me what we need to do is to talk about not only tobacco but drugs
2,0,"Osama bin Laden isn't going to determine how we defend ourselves. [SEP] But it is important for us as a policy, you know, not to say, as Donald has said, we’re going to ban people based on a religion"
2,0,"if Kim Jong Il decides again to not honor an agreement, he's not only doing injustice to America. [SEP] that's where the mission went wrong"
2,0,I called for the resignation of the chairman of the Securities and Exchange Commission. [SEP] The Vice President suggested a number of things
2,0,"he spends more money on a tax cut for the wealthiest 1% than all his new proposals for prescription drugs, healthcare, education, and national defense combined. [SEP] I think we should try to raise the fuel efficiency"
2,0,we're going to do is roll back tax cuts. [SEP] I know how these people think
2,0,"I agree, it is still part of the plan. [SEP] The people pay it"
0,1,"the governor of Massachusetts has run up more debt than all the governors in the history of Massachusetts combined, going back to the days of the Pilgrims. [SEP] I don't believe that that's the kind of policy that we want"
2,0,We could have saved more lives if we had acted earlier. [SEP] They end up being worse than the people
2,0,I've done it my entire life. [SEP] the first thing we have to do is get you a job
2,0,We also want to say that insofar as is humanly possible the banking industry itself should pay for the cost of any bank failures. [SEP] We have restored much of our economy
2,0,that's the tragedy of the Iran/Contra scandal. [SEP] I would continue to negotiate with the Panamanians
0,1,for us to get more entangled militarily in Syria is a serious step. [SEP] we have to do so making absolutely certain that we know who we are helping
2,0,The American people decide. [SEP] John McCain voted the exact same way.
2,0,It's just not credible to say he's going to keep taxes down and balance budgets. [SEP] I can make American safer than President Bush has made us
0,1,"a course which under the circumstance is the only proper one which will see that the Cuban people get a chance to realize their aspirations of progress through freedom and that they get that with our cooperation with the other organi- of the states in the Organization of American States. [SEP] I look at Cuba today, I believe that we are following the right course"
0,1,what the president didn't tell you is all his tax cuts expire the year 2000. these increases go on forever
0,1,"In Decaturville, Tennessee, not very far from my home, a factory was shut down right there when they were solicited by officials paid with US taxpayers' money. [SEP] then the replacement workers in a foreign country were trained with our tax dollars and then their imports were subsidized coming back into the US"
2,0,"If you put 50 tons of TNT in each one of railroad cars, you would have a carload of TNT - a trainload of TNT stretching across this nation. [SEP] I understand it"
2,0,That's why I led the fight against Judge Bork. [SEP] I've been to Waziristan
1,1,why shouldn't everybody have that choice. [SEP] I don't fault the President or the vice president for sending their children to private schools or better schools
2,0,"It would be catastrophic if the chairman of the Federal Reserve Board became the tool of the political uh - party that was in power. [SEP] Ninety-eight percent of America, I'm giving you a tax cut"
2,0,that says if a teacher or principal upholds reasonable standards of classroom discipline they can't be sued. [SEP] we had to borrow $17 billion to pay the checks
0,1,we care for them. [SEP] we want to help them
2,0,we needed their energy. [SEP] My plan is not like anything that's been tried before
0,1,it will require us to go out and collect billions and billions of dollars in taxes owed that aren't being paid in this country. [SEP] I'm for the taxpayer bill of rights
0,1,with the economy that would be generated from a restraint on spending. [SEP] I think the American people would be willing to make those sacrifices for peace and prosperity in the next uh - four years
0,1,"There are Republican leaders, like John McCain, like Richard Lugar, like Chuck Hagel, who have said Iraq is a mess and it's getting worse. [SEP] it's not just me that sees the mess in Iraq"
1,1,I did not. [SEP] Donald thinks that climate change is a hoax perpetrated by the Chinese
2,0,It's fair. [SEP] That's got to be changed
0,1,We have believed in partnership. [SEP] involve the Federal Government in such partnerships
0,1,I talk to Silvio Berlusconi. [SEP] I know how these people think
0,1,I want tax cuts for the middle-class families. [SEP] The difference is we've got a new policy
2,0,Nothing happens.. [SEP] Senator Obama has spent more money on negative ads than any political campaign in history
2,0,we're going to pay for it. [SEP] The president did not do what was necessary
0,1,we also think banning the horrific practice of partial birth abortions is an area where there could be agreement. [SEP] We want to reduce the incidence of abortion on our society
0,1,I think we ought to have character education in our schools. [SEP] there's things that government can do.
0,1,we got to have a knowledge base. [SEP] we have to have a knowledge
2,0,"Mr. Bush picked Dan Quayle, and before he did it, he said, watch my choice for vice president, it will tell all. [SEP] Governor Romney's plan doesn't do it"
0,1,"What's at issue here is the President's application of his authority to understand what a President must know to lead this nation. [SEP] I have not made it an issue, nor should it be"
0,1,here are the choices that I will make. [SEP] we can have a prosperity that endures and enriches all of our people
2,0,"what I've also said is for young people who come here. [SEP] My plan has not only a short-term component, but also a long-term component"
0,1,"We can be once again. [SEP] We ought to be a beacon for nations who search for peace and who search for freedom, who search for individual liberty, who search for basic human rights"
2,0,"It will help you in whatever you're going to do in the next few years. [SEP] we're going to have to embrace a culture and an ethic of responsibility, all of us, corporations, the federal government, and individuals out there who may be living beyond their means"
1,1,"that's why people are so concerned. [SEP] I've never seen such a pounding, an unfair pounding, on a young Senator in my entire life"
1,1,"if we're strong in each of those things, American influence will grow. [SEP] nowhere in the world is America's influence greater today than it was four years ago"
0,1,"I believe that we used our skill. [SEP] This is a perfect example of the kind of leadership that the United States, under this administration, has taken"
