text,label,label_value,prediction
we put a stop to it [SEP] And our eighth graders number one in English and also in math,2,no_relation,support
"I didn't hear, John, exactly where he was going to cut and what he was going to do [SEP] I think that part of it is the crime infested neighborhoods",2,no_relation,support
I think character is a very important question [SEP] we ought to be able to preserve the democratic interests of the people of China,2,no_relation,support
U.S. reliance on Arab oil as a percentage of total imports is much higher today than it was during the 1973 Arab oil embargo [SEP] I was not opposing the principle of providing care for them,2,no_relation,support
We could be moving out to the human population a whole lot faster than we are on some of these new drugs [SEP] I think it's fitting that we're on the campus of a university tonight,2,no_relation,support
Kofi Annan came in and said we're going to try to have a ceasefire [SEP] We've got to do it in a responsible way by cutting out spending we don't need,2,no_relation,support
I think that we're showing the proper compassion and concern [SEP] I think whoever's in the White House should just make it absolutely unconscionable and inexcusable,2,no_relation,support
"Until we control health care costs, we're not going to control the deficit [SEP] I think the appeal is, yes, we care",2,no_relation,support
"when it comes to our military, what we have to think about is not, you know just budgets, we've got to think about capabilities [SEP] we don't want to have military involvement there",2,no_relation,support
"It's kind of easy to do [SEP] I have devoted a major portion of this campaign to going across this country and looking for opportunities to go to white groups and African-American groups and Latino groups, Asian-American groups and say the same thing",2,no_relation,support
we don't want another Afghanistan [SEP] we put a stop to it,2,no_relation,support
Mr. Nixon said on depletion that his record was the opposite of mine [SEP] yet many of these countries continue to move against our goods,2,no_relation,support
I do not believe we should have either compulsory arbitration or seizure [SEP] We will meet our commitments to maintain the freedom and independence of West Berlin,2,no_relation,support
This is a very serious problem in our country [SEP] these are things a President must know to command,2,no_relation,support
"One is Strobe Talbott in his classic book, ""Deadly Gambits.'' [SEP] we thought that it would be simpler to negotiate first with those",2,no_relation,support
we can come to grips with the penalty side [SEP] that's the kind of presidency I believe in,2,no_relation,support
help their mothers to become independent and self-sufficient [SEP] we'll go right back to the days of the misery index and malaise that President Reagan and I have overcome,2,no_relation,support
I would make the effort [SEP] Anybody who says America's been standing still for the last seven and a half years hasn't been traveling around America,2,no_relation,support
"I was not opposing the principle of providing care for them [SEP] Strength is imperative for peace, but the two must go hand in hand",2,no_relation,support
we have to work closely with our allies to make sure that they're working with us and we with them and we can give no quarter when it comes to breaking the back of international terrorism [SEP] his involvement in Panama,2,no_relation,support
"I love teachers [SEP] which is a combination of the budget cuts the president has, as well as the sequestration cuts",2,no_relation,support
"if I have the privilege of being your president for another four years, I promise you I will always listen to your voices [SEP] that's estimated to create 800,000 jobs",2,no_relation,support
that mother and her kids don't lose their health benefits when she goes to work [SEP] how he could possibly be serious about bringing that deficit down given what he says he wants to do.,2,no_relation,support
I've made it very plain to them [SEP] we ended up the way we did,2,no_relation,support
"when Tunisians began to protest, this nation -- me, my administration -- stood with them earlier than just about any country [SEP] the deal we'll accept is they end their nuclear program",2,no_relation,support
the Soviets were no longer a factor [SEP] Governor Bush was correct in his assessment and his recommendation,2,no_relation,support
we always bounce back [SEP] we had to go into Pakistan,2,no_relation,support
"It calls for a mutual reduction of these weapons, as I say, that neither of us can represent a threat to the other [SEP] I and my predecessors - both Democrats and Republicans - have advocated resolving those troubles in those difficult areas of the world peacefully, diplomatically, and through negotiation",2,no_relation,support
we have made vast improvements in our anti-terrorism [SEP] my plea to the American people is values in the schools,2,no_relation,support
"the other day, Mr. Bush said, â‰¥Well, if we continue with Star War-Star Wars-we have to cut some place [SEP] n the domestic side there are areas where we can make some cuts.",2,no_relation,support
They are a tough and a ruthless adversary [SEP] I'm doing it,2,no_relation,support
They want support [SEP] You have to be able to negotiate our trade deals,2,no_relation,support
We must have a society that's just and fair [SEP] It was a new negotiation,2,no_relation,support
there's something he's hiding [SEP] that's the kind of thinking that our country needs,2,no_relation,support
It is possible to get people to work together and to begin to focus on achieving results [SEP] That's something the same Gen. Mike Ryan of the airforce and all the other chiefs of the services will not be happy about,2,no_relation,support
delayed the MX [SEP] There are some changes that I would like to make,2,no_relation,support
"I know this, we have serious financial problems in this country [SEP] I think for a while as a nation we condoned those things we should have condemned",2,no_relation,support
We should be better than anybody else [SEP] clearly we're facing at this point two different kinds of adversaries,2,no_relation,support
"There are now a large number of Afghan Security Forces, 350,000 that are ready to step in to provide security [SEP] What I would not have had done was left 10,000 troops in Iraq that would tie us down",2,no_relation,support
I think they ought to pay with their life [SEP] it takes presidential leadership,2,no_relation,support
help their mothers to become independent and self-sufficient [SEP] that endorsement of Mr. Macros,2,no_relation,support
also to remove -- to remove Assad [SEP] You said that we should still have troops in Iraq to this day,2,no_relation,support
"I would like to make a change in the regulation that discriminates against a wife who works and finds that she then is faced with a choice between her father's or her husband's benefits, if he dies first, or what she has paid in; but it does not recognize that she has also been paying in herself, and she is entitled to more than she presently can get [SEP] we will have a very poor nation and a very unsound economy",2,no_relation,support
"But I am not going to pick out one and, in advance, hypothetically say, ""Oh, yes, we would send troops there [SEP] No",2,no_relation,support
we've focused on the tactical [SEP] Defense industries are going to have to convert to civilian industries,2,no_relation,support
He said that no man with that size misery index has a right to seek reelection to the Presidency [SEP] We have gone a long way toward correcting these problems we still have a long way to go,2,no_relation,support
"whether that was Russia, whether that was China, whether it was another country, we don't know [SEP] we better be awfully careful",2,no_relation,support
"you should not indicate to the Communists in advance that you're going to surrender an area that's free [SEP] therefore, there would be a greater incentive on both sides to reach an agreement themselves without taking it to the government",2,no_relation,support
"Mr. Nixon would add a guarantee to islands five miles off the coast of the re- Republic of China when he's never really protested the Communists seizing Cuba, ninety miles off the coast of the United States [SEP] I think that that position has been correct",2,no_relation,support
"we're going to get some more money that way [SEP] I think, we should make it very clear the disagreement between Mr. Nixon and myself",2,no_relation,support
"this enormous national debt, engineered by this administration, is harming these countries in fueling this immigration [SEP] with regard to whether Mr. Mondale would be strong, as he said he would be, I know that he has a commercial out where he's appearing on the deck of the Nimitz and watching the F - 14's take off",2,no_relation,support
I've been a consistent crusader on that behalf [SEP] Our opponents do not do that,2,no_relation,support
"He said, back in 2006, ""Gee, I hope it does collapse, because then I can go in and buy some and make some money."" [SEP] I think it's real",2,no_relation,support
"we've spent $6 trillion in the Middle East, according to a report that I just saw [SEP] The record does not show that",2,no_relation,support
I resent that comment [SEP] we may not succeed,2,no_relation,support
I want to be the one to banish chemical and biological weapons from the face of the earth [SEP] This is one of the most important priorities that faces this country,2,no_relation,support
it was actually covered very accurately in the New York Times [SEP] I will release my tax returns,2,no_relation,support
"We have a great many people, hundreds of thousands of people living on public assistance in this country [SEP] I doubt very much that Mr. Bush's selection for the Vice Presidency of the United States meets that test",2,no_relation,support
"A doctor has to pescribe and care for a woman using it [SEP] We think it's very important now that we have a surplus, that a portion of that surplus go back to the people who earned it",2,no_relation,support
"I have never answered the question [SEP] I suggested that if this is an insurance program, certainly the person who is paying in should be able to name his own beneficiary",2,no_relation,support
mayors are ready. [SEP] I think I've had that,2,no_relation,support
Iran has power over North Korea [SEP] I was against the war in Iraq,2,no_relation,support
I believe that we should meet our commitments [SEP] We have to be able to compete in the world market,2,no_relation,support
"I want to expand our markets abroad and that's why I've called for that first economic summit to be on agriculture [SEP] I'm very, very sorry",2,no_relation,support
"We can't defend Japan, a behemoth, selling us cars by the million [SEP] I think it was a terrible thing to say",2,no_relation,support
Trade grows about 12 percent year [SEP] You said that we should still have troops in Iraq to this day,2,no_relation,support
"We want to be sure it's fair and equitable [SEP] if the United States is going to maintain its strength and its prestige, we must not only be strong militarily and economically, we must be firm diplomatically",2,no_relation,support
"but only if we can put our finger on the people responsible and not endanger the lives of innocent civilians there in the various communities and in the city of Beirut where these terrorists are operating [SEP] the Joint Chiefs of Staff went to the President, said, ""Don't put those troops there.''",2,no_relation,support
"there were some problems, some unintended consequences [SEP] the community within the inner cities has been so badly treated",2,no_relation,support
I believe that's not what the American people want [SEP] They raised the same thing with me on the Pledge of Allegiance,2,no_relation,support
The inclination that Governor Reagan has exemplified in many troubled times since he has been running for President - I think since 1968 - to inject American military forces in places like North Korea [SEP] the United States remains vulnerable to such external shocks,2,no_relation,support
"It's not my term, it's the president's own Secretary of Defense, called them devastating [SEP] It's a geopolitical foe, and I said in the same -- in the same paragraph I said, and Iran is the greatest national security threat we face",2,no_relation,support
We've graduated 15 million kids from high school in the last few years who can't read at a significant level [SEP] we can generate a higher return off that investment than you get in the existing system,2,no_relation,support
it's good that we have them [SEP] It's not driven by politics,2,no_relation,support
"I'm certainly not going to say to him, I'll give you more flexibility after the election [SEP] What we've done is organize the international community, saying Assad has to go",2,no_relation,support
"As that equipment gets old, it has to be replaced [SEP] In our time at the frontier of that effort is extending those kinds of rights to gay and lesbian Americans who are citizens of this country and children of the same awesome God just as much as any of the rest of us are",2,no_relation,support
"Average testing scores are up and a lot of extraordinary work is being done by tens of thousands of parents, teachers and administrators all around America [SEP] we are in trouble",2,no_relation,support
now police are having to handle a lot of really difficult mental health problems on the street [SEP] That's not good judgment,2,no_relation,support
"I know the private sector is [SEP] we want to pursue that plan in a way which will bring down the level of nuclear armament, will build a more stable and more peaceful world while making choices here at home",2,no_relation,support
we've got to work more closely with our allies [SEP] we should have never been there,2,no_relation,support
"All I said was, they may have to defend themselves or they have to help us out [SEP] I'll take the admirals and I'll take the generals any day over the political hacks that I see that have led our country so brilliantly over the last 10 years with their knowledge",2,no_relation,support
We've got to clean this mess up [SEP] I think is very important for us to let them assume more and more of the burden and for us to bring that money back here and rebuild our infrastructure,2,no_relation,support
"a nation that has serious threats from terrorist groups within its nation, as I indicated before, the Taliban, Haqqani Network [SEP] The disagreement I have with Governor Romney is that, during the course of this campaign, he's often talked as if we should take premature military action",2,no_relation,support
it offers the best hope to put America back to work and get our incomes rising instead of falling [SEP] Decide who you think will do the job,2,no_relation,support
that one doesn't sound good [SEP] Their aspirations are similar to young people's here,2,no_relation,support
Iran is a state sponsor of terrorism [SEP] that's what my plan does,2,no_relation,support
They've had enough with the bickering and the partisanship that seems to characterize the debate that goes on in the nation's capital [SEP] the war did not end with a total victory,2,no_relation,support
No one has a higher regard than I do for them [SEP] the war did not end with a total victory,2,no_relation,support
let's change those certifications [SEP] That's exactly what our budget does,2,no_relation,support
These are people that care [SEP] we are the change,2,no_relation,support
Kofi Annan came in and said we're going to try to have a ceasefire [SEP] we're going to increase our trade,2,no_relation,support
"We have very fundamental differences about human rights, democracy and our basic system, our basic view of human beings and of what life is all about [SEP] how he could possibly be serious about bringing that deficit down given what he says he wants to do.",2,no_relation,support
"But when you were a candidate in 2008, as I was, and I said if I got bin Laden in our sights I would take that shot, you said we shouldn't move heaven and earth to get one man [SEP] I look at what we need to get done to keep the American people safe and to move our interests forward, and I make those decisions",2,no_relation,support
That was more than a mistake [SEP] You need better relationships,2,no_relation,support
to move toward controlled disarmament [SEP] I resent it,2,no_relation,support
"You thought it should have been 5,000 troops [SEP] our goal is to get Iran to recognize it needs to give up its nuclear program and abide by the U.N. resolutions that have been in place",2,no_relation,support
"Values, judgment, and the record that I have amassed in my state also should count for something [SEP] we ought to be promoting the democratic impulses around the world",2,no_relation,support
"making sure that, you know, our veterans are getting the care that they need when it comes to post-traumatic stress disorder and traumatic brain injury [SEP] the economy is not stronger",2,no_relation,support
We're now at under 285 [SEP] this isn't going to be necessary,2,no_relation,support
It is possible to get people to work together and to begin to focus on achieving results [SEP] Al Gore and I have committed $170 billion for that purpose,2,no_relation,support
it will slow down the economy [SEP] I think is very important for us to let them assume more and more of the burden and for us to bring that money back here and rebuild our infrastructure,2,no_relation,support
then put them in a family where they will be loved [SEP] I believe that that would help in terms of shelter,2,no_relation,support
I know how to win [SEP] The deal with Iran will lead to nuclear problems,2,no_relation,support
"when I proposed my plan this past Tuesday, he or one of his spokesmen called it socialized medicine [SEP] I think that part of it is the crime infested neighborhoods",2,no_relation,support
We have to help these nations create civil societies [SEP] which means that we would not be able to intervene in time to stop their nuclear program,2,no_relation,support
I didn't attend fundraisers [SEP] this is a critical opportunity for America,2,no_relation,support
says he's against new taxes [SEP] I think that part of it is the crime infested neighborhoods,2,no_relation,support
a low-income housing tax credit [SEP] The Congress will be listening to the people,2,no_relation,support
This is a matter of life and death [SEP] I think whoever's in the White House should just make it absolutely unconscionable and inexcusable,2,no_relation,support
There will be no unilateral disarmament under my administration [SEP] That's dead wrong,2,no_relation,support
we've made great progress from the days when I was young and when this country didn't even know it had a racial problem [SEP] we have an opportunity to move toward national health insurance,2,no_relation,support
"All talk, no action [SEP] we have a Fed that's doing political things",2,no_relation,support
delayed the MX [SEP] We don't have inflation because the people are living too well,2,no_relation,support
"that is the prophecies down through the years, the biblical prophecies of what would portend the coming of Armageddon, and so forth [SEP] if he had had his way when the Nimitz was being planned, he would have been deep in the water out there",2,no_relation,support
"we also have to intensify our air strikes against ISIS and eventually support our Arab and Kurdish partners to be able to actually take out ISIS in Raqqa, end their claim of being a Caliphate [SEP] I want us to invest in you",2,no_relation,support
We have a four trillion dollar debt [SEP] The fact that you have an agreement is one thing,2,no_relation,support
"that will be a - be in the end, in my opinion, wage control [SEP] Mr. Nixon misstates my figures constantly",2,no_relation,support
One way to do it is to get these deadbeat fathers to pay their obligations to these mothers [SEP] I would be firm,2,no_relation,support
It is something one would only - only consider if all of the other avenues had been -- had been tried to their full extent [SEP] New business formation is down to the lowest level in 30 years under this administration,2,no_relation,support
"I do not want to go the tax-and-spend route [SEP] it is inappropriate for us, just because there's a problem somewhere around the world, to take the sons and daughters of working people",2,no_relation,support
A report on international terrorism chaired by the Vice President was released and made some very specific recommendations about how to deal with terrorism [SEP] We need a president who will lead on this issue,2,no_relation,support
"We have the technology to do it and we ought to do it [SEP] it's not good for our military, to run them down essentially in the midst of a partisan political debate",2,no_relation,support
"I went to Yad Beshef (ph), the Holocaust museum there, to remind myself the nature of evil and why our bond with Israel will be unbreakable [SEP] As I indicated, our objectives are to replace Assad and to have in place a new government which is friendly to us, a responsible government, if possible",2,no_relation,support
"to renew negotiations with the Soviet Union and see whether it's possible to come to some conclusion which will lessen the chances of contamination of the atmosphere [SEP] I believe that in this area, the laws which should be passed uh - as far as the big national emergency strikes are concerned, are ones that will give the president more weapons with which to deal with those strikes",2,no_relation,support
Senator Bentsen and I have a plan for the 1990Ï€s and beyond [SEP] I oppose supply management and production controls,2,no_relation,support
The question is who makes the decision [SEP] that's the kind of presidency I want to lead,2,no_relation,support
"But I am not going to pick out one and, in advance, hypothetically say, ""Oh, yes, we would send troops there [SEP] subject to full verification",2,no_relation,support
"We still have, I think, a society that -- where we haven't done enough yet to live up to that standard that we'd all like to live up to [SEP] their budget allows nothing additional for acquisition of new weapons systems",2,no_relation,support
they're leaving in bigger numbers than ever [SEP] Trickle-down did not work,2,no_relation,support
We can't settle for anything but the best [SEP] I favor it,2,no_relation,support
in the history of the world [SEP] what we're looking for with respect to environmental policy and energy policy is balance,2,no_relation,support
"The use of cocaine, for example, by teenagers is dramatically down [SEP] It's a different world now",2,no_relation,support
"Let's not forget that our national security and our economic security go hand in hand [SEP] Somebody who would come to me if somebody came up with a crazy idea that we ought to trade arms to the Ayatollah for hostages and say, â‰¥Mr. President, that's wrong",2,no_relation,support
"I've had to make those tough decisions and those tough choices [SEP] we didn't listen to the freeze advocates, and strengthen the defense of this country, we now have the first arms control agreement in the nuclear age",2,no_relation,support
we also think banning the horrific practice of partial birth abortions is an area where there could be agreement [SEP] Our opponents will not,2,no_relation,support
I love teachers [SEP] I've balanced budgets,2,no_relation,support
"I'm pleased to see, Dick, from the newspapers that you're better off than you were eight years ago, too [SEP] We were able to, I think, reassure both Arabs and Israelis would play a major role there",2,no_relation,support
to improve the industrial complex of this country [SEP] I've also learned that there are no simple answers to complicated questions,2,no_relation,support
We've seen progress over the past several years [SEP] I will work every single day to make sure that America continues to be the greatest nation on earth,2,no_relation,support
"we've got good economists on the West Coast, Michael Boskin and Marty Feldstein up there [SEP] we're on the track on this one",2,no_relation,support
"I think in being Governor of California, the most populous state in the Union - if it were a nation, it would be the seventh-ranking economic power in the world - I, too, had some lonely moments and decisions to make [SEP] I would like to have a crusade today, and I would like to lead that crusade with your help",2,no_relation,support
when a narcotics wrapped up guy goes in and murders a police officer [SEP] You're judged by the entire record.,2,no_relation,support
we created an OSHA - an Occupational Safety and Health Agency - for the protection of employees before the Federal Government had one in place [SEP] That is what I have tried to do successfully,2,no_relation,support
most of the new jobs will come from small business [SEP] we should have taken the oil,2,no_relation,support
We've got to have a president that can lead on this issue [SEP] we continue to grow,2,no_relation,support
"once that illegality is established [SEP] I've outlined in great detail a program for being tough on enforcement at home and abroad, doubling the number of drug enforcement agents, having a hemispheric summit soon after the 20th of January",2,no_relation,support
I think that in dealing with the Soviet Union one has to be realistic [SEP] he has a record of weakness with regard to our national defense that is second to none,2,no_relation,support
whether or not you're in a position to provide leadership to make those forces of change work for us and not against us [SEP] we're on the right track,2,no_relation,support
"It was a mistake, and I take responsibility for that [SEP] here's what we can do",2,no_relation,support
"build the kinds of coalitions that will get something done, finally, in Washington [SEP] the most significant accomplishments of this administration in which Al Gore was centrally involved were the result, most of them, of bipartisan agreements",2,no_relation,support
make the decisions and the judgments that are necessary [SEP] we seek no superiority,2,no_relation,support
"That's not the position he's taking [SEP] I noted, for example, in reading a - uh - a - a particular discussion that Senator Kennedy had with Dave Garroway shortly after the uh - his statement about regrets, that uh - he made the statement that he felt that these particular flights uh - were ones that shouldn't have occurred right at that time, and the indication was how would Mr. Khrushchev had felt if we had uh - had a flight over the uni- how would we have felt if Mr. Khrushchev ha - uh - had a flight over the United States while uh - he was visiting here",2,no_relation,support
I don't think there's any question about that [SEP] We compete,2,no_relation,support
sometimes what happened in business would be really bad for government [SEP] I can't take anything off the table,2,no_relation,support
do so in a way that's responsible and within the Constitution of the United States [SEP] I can say there are a great many interests,2,no_relation,support
I know how difficult it is to sustain troops close to the shore under artillery bombardment [SEP] The difficulty now is the president's course is quite limited,2,no_relation,support
"that is the prophecies down through the years, the biblical prophecies of what would portend the coming of Armageddon, and so forth [SEP] with respect to the Soviet Union you want to negotiate a mutual nuclear freeze",2,no_relation,support
"I believe that there is enough extravagance and fat in government [SEP] a President in the Oval Office has to make a judgment on almost a daily basis about how to exercise the enormous power of our country for peace, through diplomacy, or in a careless way in a belligerent attitude which has exemplified his attitudes in the past",2,no_relation,support
delayed the Trident submarine [SEP] we committed ourselves to take strong action against terrorism,2,no_relation,support
They don't go to war with each other [SEP] Asia will be our largest trading partner in the future,2,no_relation,support
"an average of about $30,000 that we're going to give to people making $200,000 a year [SEP] I hope the Congress will fully fund this bill",2,no_relation,support
Wrong [SEP] It doesn't work that way,2,no_relation,support
as they have in the last three and a half years under the foreign policies of this Administration of Mr. Carter's [SEP] I think I'm a much wiser and more experienced man than I was when I debated four years ago against President Ford,2,no_relation,support
The President's economic plan calls for increasing the taxes to the point that we finally take so much money away from the people that we can balance the budget in that way [SEP] I'm confident that it can be done and that it will reduce inflation,2,no_relation,support
"To go into a Catholic mass in a beautiful cathedral in New York under the cause of helping in AIDS and start throwing condoms around in the mass, I'm sorry, I think it sets back the cause [SEP] I think we have to consider whether or not we should lift the arms embargo now on the Bosnians",2,no_relation,support
"if Rochester, New York, can do it with two-thirds of the cost of the rest of us [SEP] We have a delicate, tight-wire walk that we must go through at the present time",2,no_relation,support
We were succeeding [SEP] This makes us stronger,2,no_relation,support
the Massachusetts furlough program was unique [SEP] it didn't stop him from endorsing the sale of arms to the Ayatollah,2,no_relation,support
"I have submitted an economic plan that I have worked out in concert with a number of fine economists in this country, all of whom approve it [SEP] Governor Reagan is making some very misleading and disturbing statements",2,no_relation,support
Providing funding to universities and think tanks is great [SEP] our strategy wasn't just going after bin Laden,2,no_relation,support
I think we're both supportive of them [SEP] He hasn't told us where,2,no_relation,support
there are people in Iran who have the same aspirations as people all around the world for a better life [SEP] I believe he will go,2,no_relation,support
"that's a choice we have to make [SEP] The fact is I've picked somebody who not only will be a great Vice President, but if, God forbid, something happens to the president, could step into that office and do so with distinction and with strength and with leadership",2,no_relation,support
"pass on the American dream to them [SEP] He failed to take on somebody else, the malpractice suit people, those that bring these lawsuits against -- these frivolous trial lawyers' lawsuits that are running costs of medical care up by $25 billion to $50 billion",2,no_relation,support
"Over the long term, in order for us to compete with China, we've also got to make sure, though, that we're taking -- taking care of business here at home [SEP] I've watched year in and year out as companies have shut down and people have lost their jobs because China has not played by the same rules, in part by holding down artificially the value of their currency",2,no_relation,support
They taught me that this was the greatest country in the world [SEP] We've got communities in this country increasingly where our own kids can't afford to live in the communities that they grew up in,2,no_relation,support
they are receiving disability checks from Social Security every month while a state institution provides for all of their needs and their care [SEP] since the United States remains vulnerable to such external shocks,2,no_relation,support
"almost all economists who've looked at it say that if you cut the deficit this much this quick [SEP] When we talk about cutting health care costs, let's start with the insurance companies and the people that are making a killing instead of making our people healthy",2,no_relation,support
"we didn't listen to the freeze advocates, and strengthen the defense of this country, we now have the first arms control agreement in the nuclear age [SEP] I think for a while as a nation we condoned those things we should have condemned",2,no_relation,support
I've got a policy for the future and agenda for the future [SEP] that's what we've done over the last four years,2,no_relation,support
"I see Syria with 30,000 civilians dead, Assad still in power [SEP] our alliances have never been stronger",2,no_relation,support
; in part because of our withdrawal from our commitment to our military in the way I think it ought to be [SEP] it's not time to divorce,2,no_relation,support
I don't want to send troops any place [SEP] I think that would be the greatest use of a defensive weapon,2,no_relation,support
The Democratic platform and others say five per cent [SEP] I am never satisfied with the economic growth of this country,2,no_relation,support
"If the American people cannot be brought together, we can't turn this country around [SEP] We've got to invest and grow",2,no_relation,support
we are not performing as we should [SEP] What I will do is permit people to buy into Medicaid,2,no_relation,support
Look at the misery index when the Democrats had both the White House and the Congress [SEP] I don't want to see us make reckless cuts,2,no_relation,support
"that Social Security benefits should not be taxed [SEP] Strength is imperative for peace, but the two must go hand in hand",2,no_relation,support
"Maybe I should begin this answer by going back to the beginning of the country and the Declaration of Independence which says there at the outset that all of us are created equal and that we're endowed not by any bunch of politicians or philosophers, but by our Creator, with those inalienable rights of life, liberty and the pursuit of happiness [SEP] the American military has performed brilliantly",2,no_relation,support
I doubt very much that Dan Quayle was the best qualified person for that job [SEP] to become productive citizens again,2,no_relation,support
He suggests that there are a number of other items in this whole depletion field that could be taken into account [SEP] that doesn't indicate that we're trigger-happy,2,no_relation,support
"I know this, we have serious financial problems in this country [SEP] I want it to be the one to finally lead the world to banishing chemical and biological weapons",2,no_relation,support
"It's a great thing for companies to expand [SEP] we don't have the money, because it's been squandered on so many of your ideas",2,no_relation,support
I believe we ought to insist that Western credits extended to the Soviet Union bear the market rate [SEP] That's key to the strength of our nation,2,no_relation,support
They must not develop nuclear capability [SEP] that's the kind of opinions that you've offered throughout this campaign,2,no_relation,support
I think they need to clearly understand the backgrounds of each person [SEP] The European Community is in a position to pay a lot more than they have in the past,2,no_relation,support
He suggests that there are a number of other items in this whole depletion field that could be taken into account [SEP] Particularly some of the smaller producers,2,no_relation,support
"why not do what I have offered to do and asked the Soviet Union to do? Say, ""Look, here's what we can do. We'll even give it to you. Now, will you sit down with us and once and for all get rid, all of us, of these nuclear weapons and free mankind from that threat?'' [SEP] I believe that many of the things they have done are evil in any concept of morality that we have",2,no_relation,support
"when he was a candidate in 1976, President Carter invented a thing he called the misery index [SEP] I believe with all my heart that our first priority must be world peace",2,no_relation,support
anyone in the White House should have the character to be there [SEP] We've done it in Arkansas,2,no_relation,support
"The United States cannot continue to carry the major share of this burden by itself [SEP] I think the Senate was right, including a majority of the Democrats, a majority of the Republicans, when they rejected Senator Kennedy's position in 1955",2,no_relation,support
I worked with John McCain on cultural values [SEP] the suggestion that somehow all we care about is energy development isn't true,2,no_relation,support
"if I have the privilege of being your president for another four years, I promise you I will always listen to your voices [SEP] Moammar Gadhafi had more American blood on his hands than any individual other than Osama bin Laden",2,no_relation,support
stand for a strong military [SEP] we were able to immediately stop the massacre there,2,no_relation,support
"And just inevitably, they're going to be reluctant to hire Hispanics or people with a different accent [SEP] he's called that",2,no_relation,support
"My father was a small-businessman [SEP] Stop-and-frisk was found to be unconstitutional and, in part, because it was ineffective",2,no_relation,support
"Mr. Nixon would add a guarantee to islands five miles off the coast of the re- Republic of China when he's never really protested the Communists seizing Cuba, ninety miles off the coast of the United States [SEP] they want the world",2,no_relation,support
we have a very good fight [SEP] They're going to do a tremendous job,2,no_relation,support
do so in a way that's responsible and within the Constitution of the United States [SEP] I don't think that our record of human rights can be assailed,2,no_relation,support
not injecting American military forces into combat [SEP] I think it's been a very constructive debate and I hope it's helped to acquaint the American people with the sharp differences between myself and Governor Reagan,2,no_relation,support
"It would be very disturbing to American people [SEP] Governor Reagan's approach to our energy policy, which has already proven its effectiveness, is to repeal, or to change substantially, the windfall profits tax",2,no_relation,support
You need better relationships between the communities and the police [SEP] that's the kind of thinking that our country needs,2,no_relation,support
we have cut defense without planning to retrain them and to reinvest in the technologies of the future here at home [SEP] we can do better,2,no_relation,support
"it used to have our money, the taxpayers' money, in it, and we didn't get the results [SEP] Until we control health care costs, we're not going to control the deficit",2,no_relation,support
We were the first ones to put sanctions on [SEP] this comes from the people,2,no_relation,support
"I support the farm bill, the 1985 farm bill and spending is moving in the right direction [SEP] we've got to go out there and collect billions and billions of dollars in taxes owed that aren't being paid to this country",2,no_relation,support
We have been moving [SEP] Less than a hundred people have been working throughout the entire federal government on this subject,2,no_relation,support
my strategy is broader than that [SEP] that's undermining our long-term competitiveness,2,no_relation,support
the Fed is not doing their job [SEP] I was against it once it was finally negotiated and the terms were laid out,2,no_relation,support
"We have a budget deficit in the federal government [SEP] When you cut back on defense spending, some people are going to be thrown out of work",2,no_relation,support
the Gulf War [SEP] I think we have to make some planning assumption to proceed,2,no_relation,support
"He said that no man with that size misery index has a right to seek reelection to the Presidency [SEP] a part of that has been due to external factors beyond U.S. control, notably the more than doubling of OPEC oil prices last year",2,no_relation,support
Now we have two major carrier task forces [SEP] I just happen to believe that free enterprise can do a better job of producing the things that people need than government can,2,no_relation,support
"There have been preliminary skirmishing in the committees of the Senate, but the Treaty has never come to the floor of the Senate for either a debate or a vote [SEP] as we build up our national security, to restore our margin of safety, we at the same time try to restrain the Soviet build-up",2,no_relation,support
we are more subject to the wide fluctuations and swings in price [SEP] We're focusing our tax cut on the middle class in the areas they tell us they need it,2,no_relation,support
"when you have the man that set up the illegal server taking the Fifth [SEP] I think cyber security, cyber warfare will be one of the biggest challenges facing the next president",2,no_relation,support
He is out there on out of the mainstream [SEP] ridiculing a person's name is a little beneath this process,2,no_relation,support
"NAFTA is the worst trade deal maybe ever signed anywhere, but certainly ever signed in this country [SEP] I'm very proud of it",2,no_relation,support
I think they ought to pay with their life [SEP] I think very unwisely,2,no_relation,support
remove the nuclear weapons [SEP] I believe that many of the things they have done are evil in any concept of morality that we have,2,no_relation,support
"I've sponsored other pieces of legislation and taken other actions that carry out that ideal [SEP] The Wyoming wilderness bill, frankly was one of my proudest achievements as a member of Congress",2,no_relation,support
housing for young families that they can look forward some day to buy [SEP] I'm not going to give away a couple of aces I that very tough card game,2,no_relation,support
"the Senate Armed Services Committee voted 10 to 0, with seven abstentions, against the SALT II treaty, and declared that it was not in the national security interests of the United States [SEP] In 1974, we had the worst recession, the deepest and most penetrating recession since the Second World War",2,no_relation,support
Our country's in deep trouble [SEP] we have to stop our jobs from being stolen from us,2,no_relation,support
"We've been on a very constructive course in the Middle East, played an unusual, unique role [SEP] We don't have refinery capacity",2,no_relation,support
his agricultural program is concerned that he feels it will cost less than ours [SEP] That's why we don't have full employment today,2,no_relation,support
I just thought when I came into office it was time that there was some realistic talk to and about the Soviet Union [SEP] I don't think that our record of human rights can be assailed,2,no_relation,support
Dan Quayle is one of them and I am one of them [SEP] providing we have the kind of leadership in Washington that can work with you,2,no_relation,support
I was against it once it was finally negotiated and the terms were laid out [SEP] We have to bring back law and order,2,no_relation,support
